Entry	Cross-reference (Pfam)
O94851	PF00307;PF01494;PF00412;
Q8IY33	PF00307;PF12130;PF00412;
Q9Y3D0	PF01883;
Q9H081	PF05859;
O75030	PF11851;PF00010;PF15951;
P45983	PF00069;
Q9ULH7	PF02755;PF02037;
Q13434	PF15815;PF00097;PF00642;
P19105	PF08976;PF13499;
O14950	PF08976;PF13405;
P58340	PF10248;
Q9H492	PF02991;
Q9BU76	PF10159;
Q9HD47	PF04603;
Q96PD6	PF03982;
Q3SYC2	PF03982;
O15374	PF07690;
O15403	PF07690;
P36021	PF07690;
P52564	PF00069;
O95563	PF03650;
P34949	PF01238;
A8MV57	PF00354;
O75352	PF04193;
Q9HC36	PF00588;
Q5T3U5	PF00664;PF00005;
Q96J65	PF00664;PF00005;
Q7L0Y3	PF01746;
B2RBV5	PF15155;
A6NI15	PF00010;
P52701	PF01624;PF05188;PF05192;PF05190;PF00488;PF00855;
Q6ZSS7	PF12832;
Q8NBP5	PF07690;
Q2M2H8	PF01055;PF16863;PF00088;
Q99685	PF12146;
Q9UBM8	PF04666;
Q09328	PF15027;
Q8TDZ2	PF00307;PF12130;PF01494;PF00412;
Q29980	PF07654;PF00129;
Q9BPX6	PF13202;PF13833;
Q8N344	PF01448;
Q7Z3K6	PF01448;PF00249;
P14174	PF01187;
Q7L4E1	PF10265;
Q8N3F8	PF00307;PF12130;PF00412;
Q9NPJ1	PF00118;
Q9NXB0	PF07162;
Q8IYA7	PF05920;
P10916	PF13405;
Q9HAP2	PF00010;
Q9NP71	PF00010;
Q9Y4U1	PF16690;
Q8N4V1	PF10270;
P50281	PF11857;PF00045;PF00413;PF01471;
Q9ULZ9	PF00045;PF00413;PF01471;
P22894	PF00045;PF00413;PF01471;
P41218	PF02760;PF02758;
Q9UBU8	PF05712;PF11717;
Q7L9L4	PF03637;
Q96EN8	PF00266;PF03473;PF03476;
Q9NZB8	PF01967;PF06463;PF04055;
Q86VF5	PF03982;
Q86VX9	PF03164;
Q7L1V2	PF03164;
Q2KHM9	PF15718;
Q86VD1	PF07496;
Q9Y6X9	PF07496;
Q8NCK7	PF07690;
Q7RTY0	PF07690;
O15427	PF07690;
P12872	PF04643;PF04644;
Q99547	PF10175;
P30304	PF06617;PF00581;
P30307	PF06617;PF00581;
Q9NXL9	PF00493;PF17207;
P15529	PF00084;
Q8NFP4	PF00629;
P51608	PF01429;
Q13503	PF11221;
Q71SY5	PF11232;PF11244;PF11235;PF11265;
Q9H204	PF11594;
Q14814	PF12347;PF00319;
O15553	PF13765;PF02758;PF00622;PF00643;
A6BM72	PF12661;PF00053;
O75095	PF07645;PF12661;PF00053;
Q7Z7M0	PF00431;PF12947;PF07645;PF00053;PF01437;PF17205;
Q9BV36	PF02318;PF04698;
Q9Y316	PF01875;
O00255	PF05053;
P50221	PF00046;
Q86XA0	PF10294;
Q8N3J2	PF05063;
P08581	PF07714;PF01437;PF01403;PF01833;
Q6ZN04	PF00013;
Q13361	PF05507;
Q9NYZ2	PF00153;
Q96DM3	PF07035;
Q9BUR5	PF09769;
Q29983	PF07654;PF00129;
Q9NQG6	PF03281;
Q8NAN2	PF10265;
Q5JXC2	PF15734;
Q7Z6M3	PF13895;
Q8N183	PF05071;
P30301	PF00230;
Q8IXI2	PF08355;PF08356;PF00071;
Q96A32	PF13405;
Q9NYL2	PF07714;PF00536;
Q9UH92	PF00010;
Q96EY8	PF01923;
P45452	PF00045;PF00413;PF01471;
O60882	PF00045;PF00413;PF01471;
Q9Y5R2	PF11857;PF00045;PF00413;PF01471;
Q9NRE1	PF00413;
P08253	PF00040;PF00045;PF00413;PF01471;
P14780	PF00040;PF00045;PF00413;PF01471;
Q9H8L6	PF00386;PF07546;
Q02252	PF00171;
Q9BY79	PF00431;PF01392;PF00057;
Q86V88	PF12689;
Q99735	PF01124;
Q9UQ53	PF04666;
Q5TGZ0	PF04418;
Q86XE3	PF13833;
Q16659	PF00069;
Q15759	PF00069;
O15264	PF00069;
Q16539	PF00069;
Q9UL63	PF01344;PF06588;
Q9HBH9	PF00069;
Q6NVV0	PF15815;
P40692	PF01119;PF16413;
P51511	PF11857;PF00045;PF00413;PF01471;
Q9H306	PF00045;PF00413;PF01471;
P09237	PF00413;PF01471;
Q5VZ52	PF02493;
O60669	PF07690;
O95907	PF07690;
Q02750	PF00069;
P46734	PF00069;
Q13163	PF00564;PF00069;
Q5T2T1	PF00625;PF02828;PF00595;PF07653;
Q10713	PF00675;PF05193;
O15442	PF00149;
Q86WK9	PF03006;
Q96HT8	PF15155;
P27361	PF00069;
Q13164	PF00069;
Q9H000	PF00097;PF00642;
Q9H3L0	PF10229;
Q96BY2	PF14893;
Q70IA6	PF03637;
Q70IA8	PF03637;
O96033	PF02597;
Q14149	PF07496;
Q502X0	PF02493;
Q2QL34	PF04117;
P45985	PF00069;
Q9Y5U8	PF03650;
Q2M385	PF01823;
Q14168	PF00625;PF02828;PF00595;PF07653;
Q8N3R9	PF00625;PF02828;PF09060;PF00595;PF07653;
O75439	PF00675;PF05193;
P20645	PF02157;
Q9NXK6	PF03006;
P22897	PF00040;PF00059;PF00652;
Q8TDS7	PF00001;
Q96LA9	PF00001;
Q9UKD2	PF00466;
Q9NYP9	PF03226;
Q8N5Y2	PF05712;PF11717;
Q9P086	PF10280;
Q9Y2X0	PF11635;
Q15528	PF06179;
O75448	PF11277;
O75586	PF04934;
Q96G25	PF10232;
Q02080	PF00319;
Q06413	PF12347;PF00319;
O00470	PF05920;PF16493;
O14770	PF05920;PF16493;
Q9NRN9	PF05175;
Q86XN8	PF00013;
Q8N468	PF07690;
Q08431	PF00008;PF00754;
Q09327	PF04724;
O43451	PF01055;PF16863;PF00088;
P16455	PF01035;PF02870;
P61326	PF02792;
Q8NDC0	PF15822;
Q9H2W2	PF00046;
P53779	PF00069;
Q8TD08	PF00069;
Q9BYG3	PF12196;PF00076;
Q9BUB5	PF00069;
Q9UHC7	PF15815;PF00097;PF00642;
Q13064	PF15815;PF00097;
P24347	PF00045;PF00413;
P39900	PF00045;PF00413;PF01471;
P51512	PF11857;PF00045;PF00413;PF01471;
Q99542	PF00045;PF00413;PF01471;
P03956	PF00045;PF00413;PF01471;
Q8N119	PF00045;PF00413;PF01471;
O75900	PF00413;PF01549;
Q9NPA2	PF00045;PF00413;PF01471;
Q9H239	PF00045;PF00413;PF01471;
P08254	PF00045;PF00413;PF01471;
Q96T76	PF12460;
Q5JPI9	PF13847;
Q9HCE5	PF05063;
Q9H1A3	PF05219;
Q96A46	PF00153;
O43934	PF05978;
Q6N075	PF05631;
Q8IWI9	PF16059;PF00010;PF00907;
Q9UM21	PF04666;
A9UHW6	PF02854;
Q9UGB7	PF05153;
Q99797	PF01432;
Q8IXI1	PF08355;PF08356;PF00071;
P31152	PF00069;
H3BPM6	PF16044;
Q5HYA8	PF09773;
Q5VWP3	PF15274;
Q6ZRQ5	PF14911;PF14910;
Q9BWT6	PF03962;
A6NJ78	PF01795;
P31153	PF02773;PF02772;PF00438;
A1L020	PF00013;
Q5U5Q3	PF00013;
Q96MC6	PF07690;
Q5SR56	PF07690;
Q86YR7	PF13716;PF00621;
P55001	PF05507;PF01549;
O00587	PF02434;
Q6UXD7	PF07690;
Q8NHS3	PF07690;
Q16674	PF07653;
Q86YT6	PF12796;PF06701;PF00569;
Q96AX9	PF12796;PF06701;PF00569;
Q5XKP0	PF15884;
Q9NX63	PF05300;
Q9BRQ6	PF05300;
Q16891	PF09731;
Q7RTP6	PF00307;PF12130;PF01494;PF00412;
Q6ZW33	PF12130;
Q504T8	PF00240;
Q8TC71	PF16026;
Q8IUF8	PF08007;
Q8N4C8	PF00780;PF00069;
Q96FF7	PF15304;
Q8IVT2	PF15304;
P03971	PF04709;PF00019;
Q8WV92	PF04212;PF16565;
P28482	PF00069;
P45984	PF00069;
Q99583	PF00010;
Q6Q8B3	PF08205;
Q15014	PF05712;
Q9H8S9	PF03637;
Q13875	PF02318;
O96007	PF02391;
Q9Y605	PF15155;
Q13724	PF03200;PF16923;
Q8TE76	PF07496;
P00540	PF00069;
Q8TF71	PF07690;
Q6ZSM3	PF07690;
Q7RTX9	PF07690;
P53985	PF07690;
O14733	PF00069;
Q6UWV2	PF07686;
Q96G30	PF15183;
Q6IN84	PF00588;PF08032;
Q8NCY6	PF13873;
O15457	PF05188;PF05192;PF05190;PF00488;
O43347	PF00076;
Q1L6U9	PF05825;
Q8IVN3	PF15682;
P04731	PF00131;
Q96AZ1	PF10294;
Q9H867	PF10294;
Q9H3H1	PF01715;PF12171;
P26038	PF00769;PF09380;PF00373;PF09379;
Q16653	PF07686;
Q7Z3U7	PF16213;PF09324;PF16206;PF12783;
Q5T089	PF02493;
Q8NDC4	PF02493;
O15375	PF07690;
A6NHM9	PF03712;PF01082;PF03351;
P30305	PF06617;PF00581;
O00566	PF04006;
Q13368	PF00625;PF02828;PF00595;PF07653;
Q99549	PF12796;PF00385;
Q9Y5S2	PF00130;PF00780;PF08826;PF15796;PF00069;
Q8NHP6	PF00650;PF00635;
O75425	PF00635;
Q2TV78	PF00051;PF00024;PF00089;
P35548	PF00046;
P56278	PF01840;
Q9H903	PF00763;PF02882;
Q96E29	PF02536;
Q7Z6M4	PF02536;
Q9Y2Z2	PF01134;PF13932;
P42345	PF11865;PF02259;PF02260;PF08771;PF00454;
P07438	PF00131;
Q99551	PF02536;
Q49AM1	PF02536;
Q9UDX5	PF10558;
Q6P444	PF05308;
Q06455	PF08788;PF07531;PF01753;
Q2M296	PF01812;PF00076;
Q9Y216	PF02893;PF06602;
Q96QG7	PF06602;
Q9C0I1	PF12578;PF06602;
Q96GX9	PF00596;
O43312	PF08397;PF02205;
P04220	PF07654;
Q14764	PF11978;PF01505;
P20591	PF01031;PF00350;PF02212;
P20592	PF01031;PF00350;PF02212;
P12882	PF00063;PF02736;PF01576;
Q9Y623	PF00063;PF02736;PF01576;
A7E2Y1	PF00063;PF02736;PF01576;
P60660	PF13405;
Q9NPC7	PF00651;PF00096;PF13912;
Q9UKN7	PF00373;PF00612;PF00063;PF00784;PF07653;
O43795	PF00612;PF00063;PF06017;
B0I1T2	PF00063;PF06017;
Q8WXR4	PF00612;PF00063;PF00069;
Q9NQX4	PF01843;PF00612;PF00063;
Q6PIF6	PF00373;PF00612;PF00063;PF00784;PF07653;
Q9NV56	PF07904;
Q9UI43	PF01728;
Q92887	PF00664;PF00005;
O15438	PF00664;PF00005;
O15439	PF00664;PF00005;
O95255	PF00664;PF00005;
P49006	PF02063;
Q9H3V2	PF04103;
Q96H12	PF13873;
Q96KJ4	PF06060;
Q9Y3D2	PF01641;
Q8WXB1	PF10294;
O94776	PF01426;PF01448;PF00320;
Q9Y4B5	PF14818;PF11365;
P49914	PF01812;
P42898	PF02219;
Q9BV20	PF01008;
P48039	PF00001;
O75431	PF17171;PF10568;
Q96BX8	PF03637;
A6NCE7	PF02991;
Q8N594	PF01398;
Q15777	PF00149;
O60487	PF07686;
Q8N565	PF15812;
Q9Y2G1	PF13887;PF13888;PF05224;PF13884;
Q86SM8	PF10328;
Q96AM1	PF00001;
Q96LB2	PF00001;
Q96LB1	PF00001;
Q6NTE8	PF15749;
Q9GZW8	PF04103;
Q8N339	PF00131;
P80297	PF00131;
Q9BV57	PF03079;
Q5HYI7	PF17171;PF10568;
Q9ULC0	PF07010;
Q96JP2	PF00063;PF00784;PF07653;
Q8IUG5	PF00063;
P10243	PF09316;PF07988;PF00249;
P21741	PF01091;PF05196;
Q14165	PF11721;
Q15773	PF10248;
Q9UHC1	PF01119;PF08676;
Q9BXW4	PF02991;
Q495T6	PF01431;PF05649;
Q13201	PF00386;PF00008;PF07546;
P50219	PF00046;
Q8TD46	PF08205;
Q9UQ07	PF00069;
Q6PF18	PF02493;
Q7RTY1	PF07690;
Q6UVY6	PF03712;PF01082;PF03351;
P36507	PF00069;
Q5VT25	PF00130;PF00780;PF08826;PF15796;PF00069;PF00433;
O15440	PF00664;PF00005;
Q01726	PF00001;
P08118	PF05825;
Q8IXL7	PF01641;
A6NDL7	PF10294;
P02795	PF00131;
Q96DY7	PF14920;PF14919;PF14918;
O75081	PF08788;PF07531;PF01753;
Q13615	PF01363;PF06602;
P0DKB6	PF03650;
Q00325	PF00153;
O75970	PF09045;PF16667;PF00595;
Q53F39	PF00149;
Q8TEZ7	PF03006;
Q6WCQ1	PF00169;
P11717	PF00878;PF00040;
Q9UBG0	PF00040;PF00059;
Q6DT37	PF00130;PF00780;PF08826;PF00069;
Q96LU7	PF13887;PF13888;PF05224;PF13884;
Q8NDA8	PF02985;
P33527	PF00664;PF00005;
Q9Y6F6	PF05781;
O43482	PF03226;
P0C860	PF05712;
Q68DK7	PF16801;PF15275;
Q9HCI7	PF16682;PF16685;
Q9UJ68	PF01625;
Q9NZV6	PF01641;
P47224	PF04421;
Q4VC12	PF01753;
P04732	PF00131;
P13640	PF00131;
Q93083	PF00131;
Q5VZV1	PF10294;
Q9NZJ7	PF00153;
Q9Y483	PF14061;PF00628;
Q9BT17	PF01926;
O43439	PF08788;PF07531;PF01753;
Q8TAP9	PF15502;
Q96JB8	PF00625;PF02828;PF00595;
Q9NZW5	PF00625;PF02828;PF00595;PF07653;
P39210	PF04117;
O95297	PF07686;
Q8TCY5	PF15183;
P49959	PF00149;PF04152;
Q96LB0	PF00001;
Q9BWK5	PF15325;
O15091	PF16953;
Q96HJ5	PF04103;
P43246	PF01624;PF05188;PF05192;PF05190;PF00488;
P20585	PF01624;PF05188;PF05192;PF00488;
Q96DH6	PF00076;
Q15800	PF04116;
Q9BTC8	PF01426;PF01448;PF00320;
Q86U44	PF05063;
Q9Y6C9	PF00153;
Q9H4K7	PF01018;PF01926;
Q9Y4I5	PF03638;
P58546	PF12796;
Q13585	PF00001;
Q9UKN1	PF01390;
Q8N387	PF15672;
Q8WXI7	PF01390;
P43121	PF08205;PF00047;PF07686;
E2RYF6	PF14654;
P98088	PF08742;PF13330;PF01826;PF00094;
O43196	PF05192;PF05190;PF00488;
Q13421	PF06060;
Q9UJG1	PF00635;
P21757	PF01391;PF03523;PF00530;
P47944	PF00131;
P11137	PF08377;PF00418;
Q13126	PF01048;
Q96EF0	PF06602;
A4FU01	PF12578;PF06602;
P55157	PF01347;
P49286	PF00001;
Q9UBK8	PF00667;PF00258;PF00175;
Q13505	PF17171;PF10568;
Q969V5	PF12483;
Q15466	PF00104;
P55055	PF00104;PF00105;
P49116	PF00104;PF00105;
P10588	PF00104;PF00105;
Q15406	PF00104;PF00105;
Q86YC3	PF00560;PF13516;PF13855;
P58400	PF02210;PF01034;
Q15738	PF01073;
Q96MF7	PF11789;
Q63ZY6	PF01189;
Q9H0G5	PF09745;
Q96CB9	PF01189;
Q96P11	PF01189;
Q86UY8	PF05761;
Q14973	PF01758;
P30989	PF00001;
P03915	PF06455;PF00361;PF00662;
P53384	PF10609;
Q8NFH5	PF05172;
Q7Z3B4	PF13874;
Q9BW27	PF07575;
Q99567	PF10168;
Q8IWE2	PF05334;
Q8TAD7	PF15506;
Q8IZS5	PF15680;
Q9H488	PF10250;
Q9Y2G5	PF10250;
Q5TC84	PF04664;
O15294	PF13844;PF00515;PF13414;PF13181;
O96028	PF00505;PF00855;PF00856;
Q96MG7	PF01454;
P46459	PF00004;PF02933;PF02359;
Q08J23	PF01189;
Q8TCD5	PF06941;
Q5PT55	PF01758;
P61970	PF02136;
P78549	PF00633;PF00730;
Q9P121	PF07679;PF00047;
Q9H093	PF00069;
Q02818	PF13499;
P80303	PF13499;
Q8NFH3	PF00400;
Q8N1F7	PF04097;
O15381	PF00004;PF16725;
Q9H1B4	PF09162;
Q86UD1	PF14941;
Q16656	PF10492;PF10491;
O14511	PF07679;PF02158;
Q9Y4C0	PF00008;PF02210;PF01034;
Q9HDB5	PF02210;PF01034;
Q9Y6Y0	PF07707;PF00651;PF01344;
A6NNL0	PF12881;
P03897	PF00507;
Q9NRX3	PF06522;
Q8WVJ2	PF04969;
Q9Y266	PF04969;PF16273;PF14050;
Q9Y6R0	PF06311;PF00640;
P49757	PF06311;PF00640;
O60356	PF10195;
Q96CM4	PF13905;
Q5VZ03	PF13905;
Q969Y0	PF06312;
O95156	PF06312;
O95158	PF06312;
Q9NPJ8	PF02136;
P21452	PF00001;
P26715	PF00059;
P26718	PF00059;
Q8TAU0	PF00046;
A6NCS4	PF00046;
Q8N2Q7	PF00135;
Q9NP64	PF00575;
Q9H6W3	PF08007;
Q9BVI4	PF03914;
Q9Y239	PF00619;PF13516;
Q76FK4	PF00076;
Q5SY16	PF16575;
Q9NPE3	PF04135;
P46087	PF01189;PF17125;PF08062;
O00567	PF01798;PF08156;
Q9Y2X3	PF01798;PF08156;
Q9NPH5	PF08022;PF01794;PF08030;
P55209	PF00956;
Q9ULW6	PF00956;
A6NFF2	PF00956;
Q9Y5X5	PF00001;
P48552	PF15687;PF15688;PF15689;PF15690;
Q9NQ35	PF09668;
Q8WV22	PF07574;PF08746;
Q8NE18	PF01189;
Q5VT03	PF12881;
Q5VZR2	PF12881;
O95665	PF00001;
P03905	PF01059;PF00361;
O60285	PF00069;
Q9Y5Y2	PF10609;
Q9UNW9	PF00013;
P48745	PF00007;PF00219;PF00093;
Q99457	PF00956;
Q9H841	PF05653;
P61916	PF02221;
O15259	PF00018;
Q6W5P4	PF00001;
Q8N130	PF02690;
O00624	PF07690;
Q15818	PF00354;
Q99463	PF00001;
P01303	PF00159;
Q14994	PF00104;PF00105;
Q9Y466	PF00104;PF00105;
Q68D85	PF07654;PF01140;
P22736	PF00104;PF00105;
Q92570	PF00104;PF00105;
Q9BZ95	PF00855;PF00856;
Q86YG4	PF05761;
Q9NPB1	PF06941;
Q96AB6	PF14736;
Q0GE19	PF13593;
P49790	PF08604;PF10599;PF00641;
Q5SRE5	PF10487;
Q9BQG2	PF12796;PF00293;PF09296;PF09297;
Q86X67	PF00293;PF09296;PF09297;
Q96DE0	PF00293;
P0C025	PF00293;
Q9NZJ9	PF00293;
Q9UKX7	PF08911;PF00638;
A6NF83	PF10195;
Q96L73	PF00855;PF00856;
P42857	PF06387;
Q92621	PF11894;
P03923	PF00499;
Q8TB37	PF10609;
Q8NFP7	PF00293;
P0C024	PF00293;
Q9BZD4	PF03800;
Q9UKK6	PF02136;
Q9Y6K5	PF01909;PF10421;
Q56VL3	PF07051;
Q96PU9	PF07004;
O00330	PF00198;PF00364;PF02817;
Q6PK18	PF13640;
O15527	PF00730;PF07934;
Q9NRN5	PF02191;
Q8TAK6	PF00010;
Q7RTU3	PF00010;
P78380	PF00059;PF08391;
Q9H6K4	PF07047;
P51513	PF00013;
Q9HBY0	PF08022;PF01794;PF08030;
Q86UR1	PF00564;PF00018;PF13176;
Q99733	PF00956;
Q6P499	PF05653;
Q8IXF0	PF00989;PF08447;
Q8IUM7	PF08447;
Q14207	PF15712;
Q8NG41	PF15180;
O15118	PF16414;PF02460;PF12349;
O15130	PF15085;
Q8TAT6	PF05021;PF11543;PF05020;
Q8WTW4	PF06218;
P47972	PF00354;
Q15761	PF00001;
P20393	PF00104;PF00105;
Q13133	PF00104;PF00105;
P43354	PF00104;PF00105;
Q96F24	PF08961;PF17169;
Q9H7Z3	PF08424;
Q02297	PF00008;PF07679;PF02158;
Q7Z2Y5	PF00780;PF00069;
P54845	PF03131;PF08383;
Q99748	PF00019;
Q9ULB1	PF00008;PF02210;PF01034;
Q9P2S2	PF02210;PF01034;
Q9UNZ2	PF08059;PF00789;
Q96IY1	PF08641;
Q9NY59	PF03372;
Q9NXE4	PF14724;
Q7Z3S9	PF00008;PF07645;
P20783	PF00243;
Q16288	PF07679;PF00047;PF13855;PF01462;PF07714;PF16920;
P03886	PF00146;
Q9H6R4	PF03813;
Q14978	PF05022;
P29474	PF00667;PF00258;PF00175;PF02898;
Q9Y314	PF15906;
Q8IVI9	PF00611;PF14604;
Q9UM47	PF12796;PF11936;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;
Q99466	PF00023;PF12796;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;
A8MTQ0	PF00046;
Q96NT1	PF00956;
O60500	PF08205;PF00041;PF07686;
Q7Z494	PF13176;
Q12980	PF03666;
Q9BS92	PF07978;
Q14916	PF07690;
Q06495	PF02690;
O95436	PF02690;
O95502	PF00354;
Q8N729	PF15180;
P25929	PF00001;
Q14995	PF00104;PF00105;
Q9Y5X4	PF00104;PF00105;
O95478	PF01201;
Q3KNT7	PF01189;
Q16620	PF07679;PF13855;PF01462;PF07714;PF16920;
P03891	PF06444;PF00361;
Q6ZVK8	PF00293;
Q9UKK9	PF00293;
Q99784	PF12308;PF02191;
Q9BZE4	PF06858;PF08155;
Q5C9Z4	PF02847;PF02854;
Q15233	PF08075;PF00076;
P78316	PF04147;
P0C0P6	PF14993;
P49146	PF00001;
P50391	PF00001;
P16083	PF02525;
P51843	PF00104;PF14046;
O75469	PF00104;PF00105;
P13056	PF00104;PF00105;
O00482	PF00104;PF00105;
Q9NXX6	PF15412;PF08743;
Q9Y328	PF06387;
O60906	PF03372;
Q8TEA1	PF01189;
Q9H857	PF05761;
Q96HA8	PF09764;
Q12908	PF01758;
Q96EP9	PF01758;
Q9BV86	PF05891;
Q9Y5A7	PF00627;
Q96RS6	PF04969;
Q8IVD9	PF04969;PF14050;
Q9ULR5	PF07145;
P05120	PF00079;
Q13153	PF00786;PF00069;
O96013	PF00786;PF00069;
Q9NQU5	PF00786;PF00069;
P0DN26	PF00160;
O75781	PF03285;
Q8TE04	PF03630;
Q9NVE7	PF01937;PF03630;
Q96QZ0	PF00876;
Q9UGN5	PF00644;PF02877;PF05406;
Q8IXQ6	PF01661;
C9JE40	PF09770;
Q9BVG4	PF04669;
E2RYF7	PF16058;
P40425	PF00046;PF03792;
Q8N6Y1	PF00028;
Q9Y5I3	PF00028;PF08266;PF15974;
Q9Y5H8	PF00028;PF08266;PF15974;
Q9UN75	PF00028;PF08266;PF15974;
Q9Y5F3	PF00028;PF08266;PF16492;
Q9UN67	PF00028;PF08266;PF16492;
Q9Y5F1	PF00028;PF08266;PF16492;
Q9Y5H4	PF00028;PF08266;PF16492;PF15974;
Q9Y5G5	PF00028;PF08266;PF16492;PF15974;
Q9Y5H2	PF00028;PF08266;PF16492;PF15974;
Q9Y5G2	PF00028;PF08266;PF16492;PF15974;
Q9Y5G1	PF00028;PF08266;PF16492;PF15974;
Q9Y5F7	PF00028;PF08266;PF15974;
O60245	PF00028;PF08266;PF08374;
O95206	PF00028;PF08266;
Q96NT5	PF07690;
Q9H4Z3	PF12237;PF00397;
Q9Y5K3	PF01467;
Q13258	PF00001;
Q15116	PF07686;
Q8N4E4	PF02114;
O76074	PF01590;PF00233;
P35913	PF01590;PF00233;
Q6P474	PF00282;
Q8NCC3	PF02450;
Q96GU1	PF05831;
Q9BZ23	PF03630;
Q96RD7	PF00876;
Q5JQF8	PF00076;
Q15546	PF03006;
Q460N5	PF01661;PF00644;
Q460N3	PF01661;PF00644;
Q8TEW8	PF12053;PF00595;
Q9H300	PF01694;
Q9UHG2	PF07259;
Q8NBP7	PF05922;PF00082;
Q8NBM8	PF07156;
Q9Y5Y4	PF00001;
P04085	PF00341;PF04692;
Q15084	PF00085;
Q9Y2S7	PF04379;PF08755;
Q8N165	PF00069;
Q96JY6	PF15936;PF00412;PF00595;
Q8WWR9	PF15060;
Q15121	PF01335;
P0DJD7	PF07966;PF00026;
P20142	PF07966;PF00026;
P28328	PF04757;PF00097;
Q96BD5	PF00628;
Q96EK2	PF00628;
Q99471	PF02996;
Q01813	PF00365;
Q8N0Y7	PF00300;
Q8N414	PF13843;
P07205	PF00162;
Q5JUK9	PF05831;
P05121	PF00079;
Q9H074	PF02854;PF07145;
Q8NC51	PF04774;PF16174;
O75914	PF00786;PF00069;
A0A075B759	PF00160;
Q6TCH4	PF03006;
Q9NR21	PF00644;PF02825;
Q9HBI0	PF00307;
Q02962	PF00292;PF12403;
P23760	PF00046;PF00292;PF12360;
Q15113	PF00431;PF01759;
P52945	PF00046;
Q13113	PF15807;
P34995	PF00001;
P43116	PF00001;
P43115	PF00001;
P35408	PF00001;
Q96S96	PF01161;
Q9H1Q7	PF13839;
P36955	PF00079;
Q8IZL8	PF08166;PF08167;
O75459	PF05831;
Q9BPZ3	PF07145;
Q9Y536	PF00160;
Q86YC2	PF16756;
Q6UXH9	PF00431;PF00008;PF00084;PF00089;
P51003	PF01909;PF04928;PF04926;
Q9BXP8	PF00066;PF05572;PF00084;
Q9NPB6	PF00564;PF00595;
Q9Y5B6	PF07842;
P49023	PF00412;
Q9BZA7	PF00028;PF08266;PF08374;
Q9BZA8	PF00028;PF08266;PF08374;
Q15366	PF00013;
Q9P2E7	PF00028;PF08266;PF16492;
Q9UN72	PF00028;PF08266;PF16492;PF15974;
Q9Y5F0	PF00028;PF08266;PF16492;
Q9Y5G7	PF00028;PF08266;PF16492;PF15974;
Q9Y5G6	PF00028;PF08266;PF16492;PF15974;
Q9Y5G4	PF00028;PF08266;PF16492;PF15974;
O60330	PF00028;PF08266;PF16492;PF15974;
Q9Y5G0	PF00028;PF08266;PF16492;PF15974;
Q9Y5F8	PF00028;PF08266;PF16492;PF15974;
Q9Y5F6	PF00028;PF08266;PF16492;PF15974;
Q08174	PF00028;PF08266;PF08374;
P35558	PF00821;
Q9Y6V0	PF00168;PF05715;
Q16549	PF01483;PF00082;PF16470;
Q99447	PF01467;
Q9UHG3	PF07156;
P11678	PF03098;
P22079	PF03098;
O60829	PF05831;
P40426	PF00046;PF03792;
Q7L5N7	PF01553;PF13499;
Q96JQ0	PF00028;
O14917	PF00028;PF08266;
Q9Y5H9	PF00028;PF08266;PF15974;
Q9Y5H7	PF00028;PF08266;PF15974;
Q9UN73	PF00028;PF08266;PF15974;
Q9Y5H5	PF00028;PF08266;PF16492;PF15974;
Q9Y5E3	PF00028;PF08266;PF16492;
Q9UN66	PF00028;PF08266;PF16492;
Q9NRJ7	PF00028;PF08266;PF16492;
Q9H158	PF00028;PF08266;PF16492;PF15974;
Q9Y5H1	PF00028;PF08266;PF16492;PF15974;
Q9Y5H0	PF00028;PF08266;PF16492;PF15974;
Q9Y5G9	PF00028;PF08266;PF16492;PF15974;
Q9Y5G8	PF00028;PF08266;PF16492;PF15974;
Q9Y5H3	PF00028;PF08266;PF16492;PF15974;
Q9Y5G3	PF00028;PF08266;PF16492;PF15974;
Q9UN71	PF00028;PF08266;PF16492;PF15974;
Q9Y5F9	PF00028;PF08266;PF16492;PF15974;
Q9UN70	PF00028;PF08266;PF16492;PF15974;
O94913	PF04818;
Q3KNV8	PF16207;
Q16822	PF00821;
Q92824	PF14843;PF01483;PF00082;PF16470;
Q63HM2	PF05041;
Q9NZQ7	PF08205;PF07686;
O75340	PF13202;PF13499;
Q14123	PF00233;PF08499;
Q13370	PF00233;
O43924	PF05351;
Q9NP56	PF00233;
O60658	PF00989;PF00233;
O76083	PF00233;
P01127	PF00341;PF04692;
Q13087	PF00085;
Q8N807	PF00085;
Q16654	PF10436;PF02518;
Q9P0J1	PF00481;
Q6P996	PF00282;
O00764	PF08543;
P16284	PF13895;
Q96FA3	PF04710;
Q9HAT8	PF04710;
P07202	PF03098;PF07645;PF00084;
P40855	PF04614;
O43933	PF00004;PF09262;PF09263;
P56589	PF04882;
Q7Z2X7	PF05831;
Q8NDF8	PF01909;PF03828;
Q6UWI2	PF17061;
O95453	PF04857;PF01424;PF08675;
P09874	PF00533;PF08063;PF00644;PF02877;PF05406;PF00645;
Q8N3A8	PF00644;
Q86TB9	PF09770;
P23759	PF00046;PF00292;PF12360;
Q06710	PF00292;PF12403;
P40424	PF00046;PF03792;
Q8NF37	PF01553;PF13833;
P57721	PF00013;
P57723	PF00013;
P05166	PF01039;
Q9NPG4	PF00028;PF08266;
